brand_name,item_name,brand_id,item_id,upc,item_type,item_description,nf_ingredient_statement,nf_calories,nf_total_fat,nf_saturated_fat,nf_trans_fatty_acid,nf_polyunsaturated_fat,nf_monounsaturated_fat,nf_cholesterol,nf_sodium,nf_total_carbohydrate,nf_dietary_fiber,nf_sugars,nf_protein,nf_potassium,nf_vitamin_d_mcg,nf_calcium_mg,nf_iron_mg,nf_added_sugars,gs1_class,gs1_brick,nutritionix_tag_id,nf_servings_per_container,nf_serving_size_qty,nf_serving_size_unit,nf_serving_weight_grams,metric_qty,metric_uom,images_front_full_url,updated_at,section_ids,nfp_2020,scans_30day,taxonomy_node_id,nf_sugar_alcohol,nf_erythritol,nf_allulose,nf_glycerin,nf_xylitol,nf_sorbitol,nf_mannitol,nf_maltitol,nf_isomalt,nf_lactitol
Tic Tac,"Mints, Fruit Adventure",51db37cb176fe9790a8998e8,51c3588197c3e69de4aff3a9,9800006304,2,null,"Sugar (Adds a Trivial Amount of Calories, Total Sugars and Added Sugars,), Maltodextrin, Tartaric Acid, Gum Arabic, Rice Starch, Natural and Artificial Flavors, Magnesium Stearate, Malic Acid, Citric Acid, Dried Passionfruit, Dried Green Apple, Carnauba Wax, Ascorbic Acid, Yellow 6, Yellow 5, Red 40, Blue 1.",0,0,null,null,null,null,null,0,0,null,null,0,null,null,null,null,null,null,null,null,200,1,mint,0.5,0.5,g,https://assets.syndigo.com/289c31c3-18a5-4bc7-8db2-84705ae69b73,2023-03-15 08:45:46,null,false,79,6d4c5029-f165-4785-9a76-789fa9d18d10,null,null,null,null,null,null,null,null,null,null
Tic Tac,"Mints, Fruit Adventure",51db37cb176fe9790a8998e8,51c3588297c3e69de4aff3b4,9800007608,2,null,"Sugar (Adds a Trivial Amount of Calories, Total Sugars and Added Sugars), Maltodextrin, Tartaric Acid, Gum Arabic, Rice Starch, Natural and Artificial Flavors, Magnesium Stearate, Malic Acid, Citric Acid, Dried Passionfruit, Dried Green Apple, Carnauba Wax, Ascorbic Acid, Yellow 6, Yellow 5, Red 40, Blue 1.",0,0,null,null,null,null,null,0,0,null,null,0,null,null,null,null,null,null,null,null,60,1,mint,0.5,0.5,g,https://assets.syndigo.com/6687e892-9617-469d-b801-cf649405689b,2023-03-15 08:45:34,null,false,44,6d4c5029-f165-4785-9a76-789fa9d18d10,null,null,null,null,null,null,null,null,null,null
Emerald,"Pecans, Glazed, Pecan Pie",51db37c9176fe9790a8996ad,51c358ab97c3e69de4aff454,10300102793,2,"Glazed, Pecan Pie","PECANS, SUGAR, TAPIOCA SYRUP, SALT, VEGETABLE AND NUT OIL BLEND (ALMOND, BRAZIL NUT, CANOLA, CASHEW, PEANUT, PECAN, SAFFLOWER, SUNFLOWER, AND/OR WALNUT OILS), SOY LECITHIN, ROSEMARY EXTRACT.",150,11,1,0,3.5,6,0,125,12,1,10,1,0,0,0,0.4,9,null,null,null,5,3,tbsps,28,28,g,null,2021-09-14 18:03:37,null,null,381,3bb25947-6bc7-4180-a998-c07247edc066,null,null,null,null,null,null,null,null,null,null
Emerald,100 Calorie Packs Natural Almonds,51db37c9176fe9790a8996ad,51c358af97c3e69de4aff468,10300343257,2,Natural,"ALMONDS, VEGETABLE AND NUT OIL BLEND (ALMOND, BRAZIL NUT, CANOLA, CASHEW, PEANUT, PECAN, SAFFLOWER, SUNFLOWER AND/OR WALNUT OILS).",100,9,0.5,0,2,6,0,0,4,2,1,4,130,0,52,0.72,null,null,null,null,7,1,package,123,123,g,https://nutritionix-api.s3.amazonaws.com/536a6d2fc0d75149309c5720.jpeg,2022-09-05 19:47:41,null,false,106,b26e1659-a54e-48c4-a4fc-86aee390fc4d,null,null,null,null,null,null,null,null,null,null
Emerald,"Almonds, Dry Roasted",51db37c9176fe9790a8996ad,51c358b097c3e69de4aff46d,10300348955,2,Dry Roasted,"ALMONDS, SEASONING (MALTODEXTRIN, SALT, SUGAR, YEAST EXTRACT, PAPRIKA, ONION POWDER, GARLIC POWDER, NATURAL FLAVORS), VEGETABLE AND NUT OIL BLEND (ALMOND, BRAZIL NUT, CANOLA, CASHEW, PEANUT, PECAN, SAFFLOWER, SUNFLOWER AND/OR WALNUT OILS), CORN STARCH, SOY LECITHIN.",100,8,0.5,0,2,5,0,130,4,2,0.5,4,120,0,50,0.6,0.5,null,null,null,7,1,package,18,18,g,https://nutritionix-api.s3.amazonaws.com/5e27fe702d688d6739e13a3a.jpeg,2021-09-14 18:03:39,null,null,72,b26e1659-a54e-48c4-a4fc-86aee390fc4d,null,null,null,null,null,null,null,null,null,null
Emerald,Natural Almonds & Walnuts,51db37c9176fe9790a8996ad,51c358b197c3e69de4aff471,10300543251,2,Natural,"Walnuts, Almonds.",100,9,1,0,4.5,3,0,0,3,2,0.5,3,90,0,30,0.5,0,null,null,null,7,1,pack,15.8,15.8,g,https://nutritionix-api.s3.amazonaws.com/617170bf4b43aa00089cfa8b.jpeg,2021-10-21 13:53:03,null,true,405,8fefd82b-802e-4657-9fe4-4560816e60bb,null,null,null,null,null,null,null,null,null,null
Emerald,"100 Calorie Packs Cocoa Roast Almonds, Dark Chocolate",51db37c9176fe9790a8996ad,51c358ba97c3e69de4aff498,10300843252,2,"Cocoa Roast, Dark Chocolate Flavor","ALMONDS, COCOA ROAST SEASONING (SUGAR, COCOA POWDER (PROCESSED WITH ALKALI), POTATO STARCH, SALT, GUM ARABIC, MALTODEXTRIN, STEVIA LEAF EXTRACT, NATURAL FLAVOR), SUGAR, VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: CANOLA OIL, SAFLLOWER OIL, SUNFLOWER OIL), CORN STARCH, SOY LECITHIN.",100,9,0.5,0,null,null,0,15,4,2,1,4,null,0,52,0.72,null,null,null,null,7,1,package,17.5,17.5,g,https://nutritionix-api.s3.amazonaws.com/536a6d7fa0ec3c690b543383.jpeg,2022-08-28 17:25:40,null,false,42,b26e1659-a54e-48c4-a4fc-86aee390fc4d,null,null,null,null,null,null,null,null,null,null
Heath,"Milk Chocolate English Toffee Bar, Miniatures",51db37d3176fe9790a899f0e,51c358f797c3e69de4aff57b,10700062000,2,"Miniatures, Classic Bag","MILK CHOCOLATE (SUGAR; COCOA BUTTER; CHOCOLATE; NONFAT MILK; MILK FAT; LACTOSE; SALT; SOY LECITHIN; VANILLIN, ARTIFICIAL FLAVOR); SUGAR; PALM OIL; DAIRY BUTTER (MILK); ALMONDS (ROASTED IN COCOA BUTTER AND/OR SUNFLOWER OIL); CONTAINS 2% OR LESS OF: SALT; ARTIFICIAL FLAVOR; SOY LECITHIN.",230,14,7,0,null,null,10,150,27,0.5,26,1,null,null,null,null,null,null,null,null,8,6,pieces,43,43,g,https://nutritionix-api.s3.amazonaws.com/5970573c4f351876343bb27e.jpeg,2021-09-14 18:03:48,null,null,1,78dd4d18-a4ab-4083-b768-e17c69d72815,null,null,null,null,null,null,null,null,null,null
Hershey's,Mini Robin Eggs,51db37c8176fe9790a8995ca,51c3591997c3e69de4aff5ea,10700500502,2,null,"Sugar, Dextrose, Whey, Fractionated, Partially Hydrogenated Palm Kernel Oil, Corn Syrup Solids, Corn Syrup. Contains 2% or Less of: Malted Milk (Contains Wheat Flour, and Malted Barley Extract, Milk, Salt, and Sodium Bicarbonate), Cocoa, Carob, Artificial Colorings (Includes Blue 1, Red 40, Yellow 5, Yellow 6, Blue 1 Lake, Red 40 Lake, and Yellow 5 Lake), Tapioca Dextrin, Sorbitan Tristearate, Soya Lecithin (an Emulsifier), Artificial Flavorings, Carnauba Wax, Calcium Carbonate, Salt, and Resinous Glaze.",140,4,4,0,null,null,0,50,25,0,21,0,94,0,26,0,19,null,null,null,3.5,18,pieces,31,31,g,null,2021-03-10 14:01:13,null,true,130,78dd4d18-a4ab-4083-b768-e17c69d72815,null,null,null,null,null,null,null,null,null,null
Jolly Rancher,"Hard Candy, Original Flavors",51db37d4176fe9790a899f16,51c3593297c3e69de4aff653,10700702302,2,Original Flavors,"Corn Syrup, Sugar, Contains 2% or Less of: Malic Acid, Natural and Artificial Flavor, Artificial Color (Red 40, Blue 1, Yellow 5, Yellow 6).",70,0,null,null,null,null,null,0,17,null,11,0,null,null,null,null,11,null,null,null,11,3,pieces,18,18,g,null,2022-11-01 11:02:18,null,true,95,78dd4d18-a4ab-4083-b768-e17c69d72815,null,null,null,null,null,null,null,null,null,null
Jolly Rancher,"Hard Candy, Sugar Free, Assorted",51db37d4176fe9790a899f16,51c3593797c3e69de4aff677,10700702807,2,"Sugar Free, Assorted",ISOMALT; POLYGLUCITOL SYRUP; CONTAINS 2% OR LESS OF: MALIC ACID; NATURAL AND ARTIFICIAL FLAVOR; ACESULFAME POTASSIUM; ARTIFICIAL COLOR (RED 40; BLUE 1; YELLOW 5; YELLOW 6).,35,0,0,0,null,null,0,0,15,0,0,0,0,0,0,0,0,null,null,null,6,4,pieces,16,16,g,null,2021-09-14 18:03:51,null,null,280,78dd4d18-a4ab-4083-b768-e17c69d72815,null,null,null,null,null,null,null,null,null,null
Ling Ling,"Potstickers, Pork & Vegetable Dumplings",51db37e9176fe9790a89a7d0,51c3594297c3e69de4aff6b7,10878015600,2,Pork & Vegetable Dumplings,"FILLING: PORK, CABBAGE, GREEN ONIONS, SUGAR, EXPELLER PRESSED VEGETABLE OIL (SOYBEAN AND/OR CANOLA), SALT, SOY SAUCE (WATER, WHEAT, SOYBEANS, SALT), GINGER, EXPELLER PRESSED SESAME SEED OIL, GARLIC, SPICE. WRAPPER: WHEAT FLOUR, WATER, CORN STARCH, VEGETABLE OIL (SOYBEAN AND/OR CANOLA). SOY SAUCE (WATER, WHEAT, SOYBEANS, SALT, VINEGAR), WATER, SUGAR, DISTILLED VINEGAR, MOLASSES, SALT, EXPELLER PRESSED CANOLA AND SESAME OILS, NATURAL FLAVOR, CORN STARCH, GINGER AND GARLIC POWDER, SPICES.",280,8,2.5,0,null,null,25,640,38,2,4,12,null,null,null,null,null,null,null,null,4,5,pieces,145,145,g,https://nutritionix-api.s3.amazonaws.com/5a03ff54266acb58449a249e.jpeg,2021-09-14 18:03:52,null,null,174,0c50d7c5-57ff-4df8-aee0-539da44f2acb,null,null,null,null,null,null,null,null,null,null
Ling Ling,"Potstickers, Chicken & Vegetable Dumplings",51db37e9176fe9790a89a7d0,51c3595597c3e69de4aff720,10878015594,2,Chicken & Vegetable Dumplings,"FILLING: CABBAGE, CHICKEN, GREEN ONION, SUGAR, EXPELLER PRESSED VEGETABLE OIL (SOYBEAN AND/OR CANOLA OIL), SALT, CHICKEN BROTH, GINGER, EXPELLER PRESSED SESAME SEED OIL, GARLIC, SPICE. WRAPPER: WHEAT FLOUR, WATER, CORN STARCH, EXPELLER PRESSED VEGETABLE OIL (SOYBEAN AND/OR CANOLA).  SOY SAUCE (WATER, WHEAT, SOYBEANS, SALT, VINEGAR), WATER, SUGAR, DISTILLED VINEGAR, MOLASSES, SALT, EXPELLER PRESSED CANOLA AND SESAME OILS, NATURAL FLAVOR, CORN STARCH, GINGER AND GARLIC POWDER, SPICES.",260,7,1.5,0,null,null,35,600,39,2,4,12,null,0,26,1.08,null,null,null,null,4,5,pieces,145,145,g,null,2021-09-14 18:03:52,null,null,177,0c50d7c5-57ff-4df8-aee0-539da44f2acb,null,null,null,null,null,null,null,null,null,null
Private Selection,"Ice Cream, Double Vanilla",51db37ca176fe9790a89980c,51c3596597c3e69de4aff78d,11110004536,2,Double Vanilla,"Ice Cream - Milk, Cream, Sugar, Corn Syrup, Whey Protein Concentrate, Natural and Artificial Flavors, Polypropylene Glycol Monoesters, Guar Gum, Cellulose Gel, Mono and Diglycerides, Locust Bean Gum, Cellulose Gel, Mono and Diglycerides, Locust Bean Gum, Cellulose Gum, Carrageenan, Annatto (for Color).",210,11,7,0.5,null,null,50,50,23,0,18,4,null,null,100,0,null,null,null,null,12,0.5,cup,93,93,g,https://nutritionix-api.s3.amazonaws.com/5927d5f0b1f6eff37c1e6a03.jpeg,2017-05-26 07:14:57,null,null,102,6921f5ef-3cda-4458-b246-27c055146d5a,null,null,null,null,null,null,null,null,null,null
Private Selection,"Ice Cream, Crushed Vanilla Bean",51db37ca176fe9790a89980c,51c3596597c3e69de4aff78e,11110004543,2,Crushed Vanilla Bean,"MILK, CREAM, SUGAR, CORN SYRUP, WHEY PROTEIN CONCENTRATE, PROPYLENE GLYCOL MONOESTERS, GUAR GUM, CELLULOSE GEL, MONO- AND DIGLYCERIDES, NATURAL AND ARTIFICIALLY FLAVORS, LOCUST BEAN GUM, VANILLA BEAN, CELLULOSE GUM, CARRAGEENAN.",210,11,7,null,null,null,50,50,23,0,18,4,null,null,null,null,null,null,null,null,12,0.5,cup,93,93,g,null,2021-09-14 18:03:55,null,null,264,6921f5ef-3cda-4458-b246-27c055146d5a,null,null,null,null,null,null,null,null,null,null
Kroger,"Corn Chips, Original",51db37b9176fe9790a898bdd,51c3596b97c3e69de4aff7af,11110095718,2,Original,"CORN, VEGETABLE OIL (CANOLA, CORN COTTONSEED, SOYBEAN AND/OR SUNFLOWER), SALT.",160,9,1.5,0,5,2.5,0,160,16,1,0.5,2,null,null,null,null,null,null,null,null,10,31,chips,28,28,g,https://nutritionix-api.s3.amazonaws.com/54a6cb4f9b16f1870ddaedef.jpeg,2021-09-14 18:04:12,null,null,0,7759c2a7-feb5-4716-9f96-cb6146cf5aec,null,null,null,null,null,null,null,null,null,null
Private Selection,"Roast Beef, Homestyle, Slow Roasted",51db37ca176fe9790a89980c,51c3597897c3e69de4aff7f7,11110213815,2,"Homestyle, Slow Roasted","Solution: Water, Contains Less than 2% Sodium Dextrose, Hydrolyzed Soy Protein, Sodium Phosphate, Natural Flavor, Hydrolyzed Corn Protein, Sodium Diacetate. Coated with: Maltodextrin, Dextrose, Caramel Color. Gluten free.",70,2,1,0,null,null,25,500,2,0,1,10,null,null,0,1.08,null,null,null,null,3,3,slices,59,59,g,null,2023-01-26 11:02:30,null,false,79,5f01eb2d-a31b-4f11-abe3-878b4988a16b,null,null,null,null,null,null,null,null,null,null
Kroger,Pretzel Sticks,51db37b9176fe9790a898bdd,51c3598297c3e69de4aff83e,11110094971,2,null,"Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Salt, Malt, Partially Hydrogenated Soybean Oil, Yeast, Sodium Bicarbonate.",120,1,0,0,0,0,0,320,24,0.5,0,3,0,0,0,1.4,0,null,null,null,14,42,pretzels,30,30,g,https://nutritionix-api.s3.amazonaws.com/635913956d937900062b16dd.jpeg,2022-10-26 11:01:41,null,true,141,3dae7945-d114-4bf1-ac6e-83f3905b58cb,null,null,null,null,null,null,null,null,null,null
Kroger,1% Lowfat Milk Grade A Vitamin A&D,51db37b9176fe9790a898bdd,51c3598397c3e69de4aff843,11110416605,2,1% Lowfat,"Milk, Skim Milk, Vitamin A Palmitate and Vitamin D3.",100,2.5,1.5,0,null,null,15,105,12,0,12,8,376,2,325,0,0,null,null,null,16,8,fl oz,null,240,ml,https://nutritionix-api.s3.amazonaws.com/5360036867efca3d4b64cd01.jpeg,2021-07-29 13:53:19,null,true,287,2b8480ca-4216-4d01-8092-d57af46f2781,null,null,null,null,null,null,null,null,null,null
Kroger,Blueberry Lite Nonfat Yogurt,51db37b9176fe9790a898bdd,51c3598697c3e69de4aff858,11110453082,2,"Nonfat, Lite, Blueberry","Cultured Nonfat Milk, Blueberries, Modified Corn Starch, Whey Protein Concentrate, Natural Flavor, Gelatin, Tricalcium Phosphate, Soluble Corn Fiber, Pectin, Agar, Citric Acid, Cultured Dextrose, Sucralose, Neotame, Acesulfame Potassium, Vitamin A Palmitate, Vitamin D3, and Active Cultures with L. Acidophilus and B. Bifidum.",80,0,0,0,null,null,5,120,12,1,10,7,null,null,null,null,null,null,null,null,1,1,container,170,170,g,https://nutritionix-api.s3.amazonaws.com/5b5c1ea883c1d00f5d4e2019.jpeg,2018-07-28 07:43:36,null,null,48,1bb46163-eadc-4a48-9a64-dae9ddeb5d18,null,null,null,null,null,null,null,null,null,null
